ID_VIA_ORIGINE,DESCRIZIONE_ESTESA
490096060,"VIA GASTONE RAZZAGUTA"
490093140,"VIA GAZZARRINI"
490096820,"VIA GENERALE ENRICO TELLINI"
490093070,"VIA GENERALE GIOVANNI GAMERRA"
490093195,"VIA GERMANIA"
490093210,"VIA GHERARDI DEL TESTA"
490091525,"VIA GIACOMO DI CASTELNUOVO"
490095960,"VIA GIACOMO PUCCINI"
490094610,"VIA GIAMPAOLO MENICHETTI"
490093570,"VIA GIAN BATTISTA GUARINI"
490096315,"VIA GIAN BATTISTA SAGLIETTO"
490096205,"VIA GIAN DOMENICO ROMAGNOSI"
490100014,"VIA GIAN PAOLO GAMERRA"
490094646,"VIA GIANFRANCO MERLI"
490091310,"VIA GINO CAPPONI"
490093548,"VIA GINO GRAZIANI"
490096209,"VIA GINO ROMITI"
490093300,"VIA GINORI"
490091040,"VIA GIORDANO BRUNO"
490091100,"VIA GIORGIO BYRON"
490092831,"VIA GIORGIO FONTANELLI"
490097380,"VIA GIORGIO LA PIRA"
490096190,"VIA GIORGIO RODOCANACCHI"
490090970,"VIA GIOSUE' BORSI"
490093325,"VIA GIOTTO"
490091777,"VIA GIOTTO CIARDI"
490091500,"VIA GIOV. CASTELLI DELLA VINCA"
490096790,"VIA GIOV. TARGIONI TOZZETTI"
490093240,"VIA GIOVAN BATTISTA GIACOMELLI"
490094020,"VIA GIOVAN BATTISTA LULLI"
490095542,"VIA GIOVAN BATTISTA PERGOLESI"
490097425,"VIA GIOVAN BATTISTA VICO"
490090940,"VIA GIOVAN COSIMO BONOMO"
490093340,"VIA GIOVANNETTI"
490094540,"VIA GIOVANNI AMBROGIO MAZENTA"
490090200,"VIA GIOVANNI AMENDOLA"
490090640,"VIA GIOVANNI BARTOLENA"
490097390,"VIA GIOVANNI DA VERRAZZANO"
490092290,"VIA GIOVANNI DEL FANTASIA"
490100017,"VIA GIOVANNI GELATI"
490093320,"VIA GIOVANNI GIOLITTI"
490093560,"VIA GIOVANNI GUARDUCCI"
490093952,"VIA GIOVANNI LOMI"
490094275,"VIA GIOVANNI MARCH"
490094290,"VIA GIOVANNI MARCHI"
490094360,"VIA GIOVANNI MARRADI"
490095280,"VIA GIOVANNI PAGANUCCI"
490095615,"VIA GIOVANNI PICCIONI"
490095990,"VIA GIOVANNI PUNTONI"
490096040,"VIA GIOVANNI RANDACCIO"
490096330,"VIA GIOVANNI SALVESTRI"
490093360,"VIA GIOVANNI VENTITREESIMO"
490095086,"VIA GIOVANNI VERGA"
490097474,"VIA GIOVANNI VILLANI"
490097590,"VIA GIOVANNI ZANNACCHINI"
490093380,"VIA GIULIANA"
490096120,"VIA GIULIANO RICCI"
490090300,"VIA GIULIO ANZILOTTI"
490097490,"VIA GIULIO CESARE VINZIO"
490095545,"VIA GIULIO PERINI"
490090480,"VIA GIUSEPPE BALDINI"
490090500,"VIA GIUSEPPE BANDI"
490091190,"VIA GIUSEPPE CAMBINI"
490090010,"VIA GIUSEPPE CESARE ABBA"
490091720,"VIA GIUSEPPE CHIARINI"
490091890,"VIA GIUSEPPE COEN"
490092505,"VIA GIUSEPPE DOVERI"
490093400,"VIA GIUSEPPE GIUSTI"
490093505,"VIA GIUSEPPE GOZZER"
490096850,"VIA GIUSEPPE MARIA TERRENI"
490095230,"VIA GIUSEPPE OROSI"
490095645,"VIA GIUSEPPE PIETRI"
490095730,"VIA GIUSEPPE PIOMBANTI"
490096050,"VIA GIUSEPPE RAVIZZA"
490096495,"VIA GIUSEPPE SCHIAVAZZI"
490097370,"VIA GIUSEPPE VERDI"
490094470,"VIA GLAUCO MASI"
490093430,"VIA GOITO"
490093440,"VIA GOLDONI"
490093530,"VIA GRANDE"
490093553,"VIA GRECIA"
490093554,"VIA GROTTA DELLE FATE"
490093555,"VIA GUADALAJARA"
490091860,"VIA GUELFO CIVININI"
490094700,"VIA GUGLIELMO MICHELI"
490095130,"VIA GUGLIELMO OBERDAN"
490096210,"VIA GUGLIELMO ROMITI"
490090733,"VIA GUIDO BEDARIDA"
490091260,"VIA GUIDO CANTINI"
490090350,"VIA GUIDO D'AREZZO"
490092485,"VIA GUIDO DONEGANI"
490095085,"VIA GUIDO GOZZANO"
490094600,"VIA GUIDO MENASCI"
490096350,"VIA GUSTAVO SALVINI"
490093605,"VIA HAIPHONG"
490090790,"VIA ICILIO WAN BERGHER"
490097580,"VIA ILARIO ZAMBELLI"
490097650,"VIA INGHILTERRA"
490093635,"VIA IRLANDA"
490094300,"VIA IRMA MARCHIANI"
490096580,"VIA JACOPO SGARALLINO"
490094835,"VIA JEAN MONNET"
490093705,"VIA JERZI SAS KULCZYCKI"
490093715,"VIA LABRONE"
490093720,"VIA LAMARMORA"
490093220,"VIA LANCIOTTO GHERARDI"
490093790,"VIA LAZIO"
490091200,"VIA LEONARDO CAMBINI"
490093840,"VIA LEONARDO DA VINCI"
490093860,"VIA LEPANTO"
490093940,"VIA LIEWLYN LLOYD"
490093890,"VIA LIGURIA"
490097670,"VIA LINA FERRETTI MANNOCCI"
490093950,"VIA LOMBARDIA"
490093460,"VIA LORENZO GORI"
490091095,"VIA LUCIANO BUSSOTTI"
490094990,"VIA LUDOVICO ANTONIO MURATORI"
490090060,"VIA LUIGI ADEMOLLO"
490090890,"VIA LUIGI BOCCHERINI"
490090990,"VIA LUIGI BOSI"
490091700,"VIA LUIGI CHERUBINI"
490091865,"VIA LUIGI COCCHELLA"
490092340,"VIA LUIGI DEL MORO"
490093040,"VIA LUIGI GALVANI"
490093170,"VIA LUIGI GEMIGNANI"
490093700,"VIA LUIGI KOSSUTH"
490094060,"VIA LUIGI LUZZATTI"
490094230,"VIA LUIGI MANCINI"
490095060,"VIA LUIGI NEGRELLI"
490095740,"VIA LUIGI PIRANDELLO"
490096305,"VIA LUIGI RUSSO"
490096318,"VIA LUIGI SALMI"
490096550,"VIA LUIGI SETTEMBRINI"
490097682,"VIA LUSSEMBURGO"
490094115,"VIA MAESTRI DEL LAVORO"
490094140,"VIA MAGENTA"
490094150,"VIA MAGGI"
490092130,"VIA MAGGIORE LUIGI CORTI"
490094190,"VIA MALTA"
490100000,"VIA MARCELLO DEL CHICCA"
490094280,"VIA MARCHE"
490091980,"VIA MARCO COLTELLINI"
490094490,"VIA MARCO MASTACCHI"
490093690,"VIA MARGHERITA KAISER PARODI"
490094933,"VIA MARIA MONTESSORI"
490090943,"VIA MARIO BORGIOTTI"
490091870,"VIA MARIO COCCHI"
490094158,"VIA MARIO MAGNOZZI"
490095965,"VIA MARIO PUCCINI"
490094380,"VIA MARTELLINI"
490094385,"VIA MARTIN LUTERO"
490094055,"VIA MARTIN LUTHER KING"
490094440,"VIA MASACCIO"
490094580,"VIA MEDAGLIE D'ORO RESISTENZA"
490094630,"VIA MENTANA"
490094670,"VIA MICALI"
490094680,"VIA MICHELANGELO"
490094710,"VIA MICHON"
490094730,"VIA MILANO"
490094800,"VIA MOLISE"
490093080,"VIA MONSIGNOR FILIPPO GANUCCI"
490094860,"VIA MONTE GRAPPA"
490094850,"VIA MONTEBELLO"
490094890,"VIA MONTELUNGO"
490094870,"VIA MOSES MONTEFIORE"
490095010,"VIA NAPOLI"
490090820,"VIA NATALE BETTI"
490095000,"VIA NEDO NADI"
490092240,"VIA NELLO DANESI"
490093238,"VIA NELUSCO GIACHINI"
490092150,"VIA NICCOLA COSTELLA"
490094080,"VIA NICCOLO' MACHIAVELLI"
490095270,"VIA NICCOLO' PAGANINI"
490096740,"VIA NICCOLO' STENONE"
490096920,"VIA NICCOLO' TOMMASEO"
490096770,"VIA NICOLA TACCHINARDI"
490100013,"VIA NILDE JOTTI"
490090870,"VIA NINO BIXIO"
490095105,"VIA NORD"
490095106,"VIA NORVEGIA"
490095125,"VIA NOVOROSSIISK"
490091230,"VIA NUMA CAMPI"
490091750,"VIA OBERDAN CHIESA"
490092320,"VIA ODOARDO DELLA TORRE"
490095135,"VIA OLANDA"
490095145,"VIA OLBIA"
490095165,"VIA OMBROSA"
490095420,"VIA ORAZIO PARETTI"
490092930,"VIA ORESTE FRANCHINI"
490093230,"VIA OSCAR GHIGLIA"
490096800,"VIA OT. TARGIONI TOZZETTI"
490090580,"VIA PADRE ALESSANDRO BARONI"
490095330,"VIA PALESTRO"
490092838,"VIA PALMIRO FORESI"
490092350,"VIA PAOLO EMILIO DEMI"
490093900,"VIA PAOLO LILLA"
490097230,"VIA PAOLO VANNUCCI"
490095790,"VIA PASQUALE POCCIANTI"
490097475,"VIA PASQUALE VILLARI"
490095470,"VIA PASTRENGO"
490093606,"VIA PAUL HARRIS"
490095500,"VIA PELLETTIER"
490093607,"VIA PEPPINO IMPASTATO"
490095600,"VIA PIAN DI ROTA"
490095610,"VIA PIAVE"
490095620,"VIA PIEMONTE"
490096665,"VIA PIER DONATO SOMMATI"
490090170,"VIA PIERO ALOISI"
490091775,"VIA PIERO CIAMPI"
490092315,"VIA PIERO DELLA FRANCESCA"
490092490,"VIA PIERO DONNINI"
490093420,"VIA PIERO GOBETTI"
490091880,"VIA PIETRO COCCOLUTO FERRIGNI"
490091920,"VIA PIETRO COLLETTA"
490092140,"VIA PIETRO COSSA"
490093470,"VIA PIETRO GORI"
490094390,"VIA PIETRO MARTINI"
490095030,"VIA PIETRO NARDINI"
490095065,"VIA PIETRO NENNI"
490095235,"VIA PIETRO ORSILAGO"
490095300,"VIA PIETRO PALEOCAPA"
490095400,"VIA PIETRO PAOLI"
490096760,"VIA PIETRO TACCA"
490096880,"VIA PILADE TEVENE'"
490090140,"VIA PILO ALBERTELLI"
490092280,"VIA PIO ALBERTO DEL CORONA"
490095750,"VIA PISA"
490095100,"VIA PLINIO NOMELLINI"
490095800,"VIA POERIO"
490095850,"VIA POMPILIA"
490095915,"VIA PORTOGALLO"
490100019,"VIA PRIMETTA CIPOLLI"
490100003,"VIA PRIMO MICHELE LEVI"
490095950,"VIA PROVINCIALE PISANA"
490095980,"VIA PUGLIE"
490096027,"VIA RAFFAELLO"
490093060,"VIA RAFFAELLO GAMBOGI"
490093725,"VIA RAFFAELLO LAMBRUSCHINI"
490096525,"VIA RAFFAELLO SERNESI"
490096093,"VIA REMOTA"
490092970,"VIA RENATO FUCINI"
490094410,"VIA RENATO MARTORELLI"
490095035,"VIA RENATO NATALI"
490095710,"VIA RENATO PINI"
490096095,"VIA RENUCCIO RENUCCI"
490096110,"VIA RICASOLI"
490091820,"VIA RICCARDO CIPRIANI"
490092515,"VIA ROBERT DUDLEY"
490091010,"VIA ROBERTO BRACCO"
490096200,"VIA ROMA"
490096207,"VIA ROMANIA"
490096235,"VIA ROSA DEI VENTI"
490093115,"VIA ROSA GATTORNO"
490096300,"VIA ROSSINI"
490096695,"VIA RURIK SPOLIDORO"
490091270,"VIA RUSSARDO CAPOCCHI"
490092170,"VIA S. GIUSEPPE COTTOLENGO"
490093960,"VIA SABATINO LOPEZ"
490090155,"VIA SALVATOR ALLENDE"
490095210,"VIA SALVATORE ORLANDO"
490096360,"VIA SALVINO SALVINI"
490092225,"VIA SALVO D'ACQUISTO"
490091400,"VIA SAN CARLO"
490092920,"VIA SAN FRANCESCO"
490093010,"VIA SAN GAETANO"
490093350,"VIA SAN GIOVANNI"
490094010,"VIA SAN LUIGI"
490094310,"VIA SAN MARCO"
490094345,"VIA SAN MARINO"
490094400,"VIA SAN MARTINO"
490094510,"VIA SAN MATTEO"
490096510,"VIA SAN SEBASTIANO"
490096630,"VIA SAN SIMONE"
490090995,"VIA SANDRO BOTTICELLI"
490090110,"VIA SANT'AGOSTINO"
490090230,"VIA SANT'ANDREA"
490090270,"VIA SANT'ANNA"
490093680,"VIA SANT'JACOPO ACQUAVIVA"
490095170,"VIA SANT'OMOBONO"
490090560,"VIA SANTA BARBARA"
490091560,"VIA SANTA CATERINA"
490092890,"VIA SANTA FORTUNATA"
490093370,"VIA SANTA GIULIA"
490094000,"VIA SANTA LUCIA"
490097430,"VIA SANTA VIGILIA"
490096410,"VIA SANTELLI"
490096730,"VIA SANTO STEFANO"
490096420,"VIA SARDEGNA"
490096430,"VIA SARDI"
490096498,"VIA SCOZIA"
490092390,"VIA SERAFINO DE TIVOLI"
490096530,"VIA SERRISTORI"
490096590,"VIA SHELLEY PERCY BYSSHE"
490096595,"VIA SICILIA"
490092745,"VIA SILVANO FILIPPELLI"
490095770,"VIA SILVANO PIZZI"
490093810,"VIA SILVESTRO LEGA"
490090840,"VIA SILVIO BICCHI"
490095505,"VIA SILVIO PELLICO"
490096635,"VIA SLOVENIA"
490096660,"VIA SOLFERINO"
490096675,"VIA SPAGNA"
490096680,"VIA SPALATO"
490096700,"VIA SPRONI"
490096750,"VIA STROZZI"
490096758,"VIA SVEZIA"
490096759,"VIA SVIZZERA"
490096610,"VIA TELEMACO SIGNORINI"
490093590,"VIA TEMISTOCLE GUERRAZZI"
490090745,"VIA TERRAZZA BELVEDERE"
490096840,"VIA TERRAZZINI"
490096480,"VIA TIBERIO SCALI"
490092420,"VIA TINA DI LORENZO"
490096895,"VIA TINTORETTO"
490096690,"VIA TITO SPERI"
490096905,"VIA TIZIANO"
490096640,"VIA TOBIA SMOLLET"
490091223,"VIA TOMMASO CAMPANELLA"
490092100,"VIA TOMMASO CORSI"
490094500,"VIA TOMMASO MATI"
490095510,"VIA TOMMASO PENDOLA"
490096950,"VIA TONCI"
490096960,"VIA TORINO"
490096980,"VIA TORRETTA"
490096990,"VIA TOSCANA"
490097020,"VIA TRAVERSA"
490097040,"VIA TRE NOVEMBRE"
490097050,"VIA TRENTO"
490097060,"VIA TRIESTE"
490097070,"VIA TRIPOLI"
490094830,"VIA UBERTO MONDOLFI"
490097095,"VIA UGIONE"
490094210,"VIA UGO MANARESI"
490097120,"VIA ULVI LIEGI"
490092770,"VIA UMBERTO FIORAVANTI"
490094050,"VIA UMBERTO LUSENA"
490096835,"VIA UMBERTO TERRACINI"
490097130,"VIA UMBRIA"
490097155,"VIA UNGHERIA"
490096432,"VIA URANO SARTI"
490097205,"VIA VALLE DEL CHIOMA"
490097240,"VIA VARESE"
490093683,"VIA VASCO NATALE JACOPONI"
490097275,"VIA VECCHIA DEL PICCHIANTI"
490097280,"VIA VECCHIA DI SALVIANO"
490097320,"VIA VENETO"
490097415,"VIA VETERANI DELLO SPORT"
490097470,"VIA VILLA GLORI"
490091105,"VIA VINCENZO CABIANCA"
490092205,"VIA VINCENZO CUOCO"
490093310,"VIA VINCENZO GIOBERTI"
490094180,"VIA VINCENZO MALENCHINI"
490097500,"VIA VITALBA"
490100005,"VIA VITALIANO DE ANGELIS"
490094420,"VIA VITTOR EZIO MARZOCCHINI"
490092060,"VIA VITTORIO CORCOS"
490095220,"VIA VITTORIO EMANUELE ORLANDO"
490093255,"VIA VITTORIO GIAMBRUNI"
490097520,"VIA VITTORIO VENETO"
490097540,"VIA VIVOLI"
490092832,"VIA VOLTOLINO FONTANI"
490100006,"VIA WALTER MARTIGLI"
490097410,"VIALE AMERIGO VESPUCCI"
490091340,"VIALE CAPRERA"
490091460,"VIALE CASSA DI RISPARMIO"
490091960,"VIALE CRISTOFORO COLOMBO"
490090410,"VIALE DEGLI AVVALORATI"
490095700,"VIALE DEI PINI"
490097220,"VIALE DEI VALLOMBROSANI"
490096180,"VIALE DEL RISORGIMENTO"
490093880,"VIALE DELLA LIBERTA'"
490090290,"VIALE DI ANTIGNANO"
490091690,"VIALE DIACINTO CESTONI"
490092480,"VIALE DON BOSCO"
490092640,"VIALE FABBRICOTTI"
490090250,"VIALE GEN.DIEGO ANGIOLETTI"
490093180,"VIALE GENOVA"
490095087,"VIALE GIACOMO LEOPARDI"
490091380,"VIALE GIOSUE' CARDUCCI"
490090880,"VIALE GIOVANNI BOCCACCIO"
490092700,"VIALE GIOVANNI FATTORI"
490095440,"VIALE GIOVANNI PASCOLI"
490094200,"VIALE GOFFREDO MAMELI"
490094320,"VIALE GUGLIELMO MARCONI"
490095090,"VIALE IPPOLITO NIEVO"
490093650,"VIALE ITALIA"
490094790,"VIALE MOGADISCIO"
490096450,"VIALE NAZARIO SAURO"
490094160,"VIALE PADRE NICOLA MAGRI"
490095570,"VIALE PETRARCA"
490096230,"VIALE ROSA DEL TIRRENO"
490096900,"VIALE TIRRENO"
490092030,"VIALE UGO CONTI"
490092910,"VIALE UGO FOSCOLO"
490090150,"VIALE VITTORIO ALFIERI"
490090385,"VICOLO DEGLI ASINI"
490097420,"VICOLO DEI VETRAI"
490090555,"VICOLO DEL BARATTO"
490092450,"VICOLO DELLA DOGANA"
490095540,"VICOLO DELLA PERGOLA"
490093600,"VICOLO DELLE GUGLIE"
490093770,"VICOLO DELLE LAVANDAIE"
490096150,"VICOLO DELLE RIMESSE"
490097480,"VICOLO SAN VINCENZO"
